Unnamed: 0,Acc_no,Analysis,Array_type,Cell_line,CO2,Control_condition,Control_gene_down,Control_gene_up,Control_PD,Control_specifics,Control_subtype,Control_time,Control_type,Disease,ENA_acc,FBS,Gene,Gene_down,Gene_up,Immortal_line,Immortal_mechanism,LogFC,MegaP,numeric_time,Organ,Oxygen,P_S,PD,Pre_SASP_t,Pvalues,Quiesce_inducer,Radiation_dose,Replicates,RNAseq_Microarray,Sen_subtype,Sen_type,SENvCON,Seq_platform,Single_Paired,Species,Spot_length,Study,Subtype_subtype,Time_after_induction,Treatment,Treatment_dose,X,X1or2_colour,Comparison,cellage_gene_name,cellage_senescence_effect,cellage_senescence_type,cellage_pmid,direction
4198876,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,DMTF1,EMR4,none,No,,1.239412,72.83033,6.0,Lung,,,14.0,No,0.01373054,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,EMR4,none,EMR4_RASc,,georgilis_1_EMR4_RASc,cyclin D binding myb like transcription factor 1,Induces,Oncogene-induced,18267069,upregulated
5775137,GSE122079,Limma,,IMR,,RAS,none,none,14.0,RAS_EV16h,RAS,6d,OIS,none,PRJNA503415,10.00%,OGG1,IONpump,none,No,,-0.406967,-14.13847,6.0,Lung,,,14.0,No,0.07072904,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,6d,ouabain,none,RASouab16_RAS16,,herranz_2_RASouab16_RAS16,8-oxoguanine DNA glycosylase,Inhibits,Oncogene-induced,24618719,no_change
8908939,GSE128711,Limma,,HFF,,Dox,none,none,,Dox,Dox,1d,DDIS,none,PRJNA528619,,SERPINB2,pRb,none,No,,1.189699,70622.93,1.0,Skin,,,,Yes,1.415971e-05,,350nM,2,R,Doxorubicin,DDIS,No,NextSeq_500,Single,Human,75,schade_1,Dox,1d,sgpRb,none,DpRb_D,,schade_1_DpRb_D,serpin family B member 2,Induces,Unclear,28794016,upregulated
1573765,GSE122918,Limma,Affymetrix_HTA2_0,WI38,,RAS,none,none,,R144_siCTRL,RAS,6d,OIS,none,PRJNA506911,,CDK4,JUN,none,No,,0.2125,98.15014,6.0,Lung,,,,No,0.01018847,,,4,M,RAS,OIS,No,,,human,,bischof_2,ER:RASv12,6d,siJUN1,20uM,R144jun1_R144ctrl,1,bischof_2_R144jun1_R144ctrl,cyclin dependent kinase 4,Inhibits,Replicative,12082615,no_change
8901305,GSE128711,Limma,,HFF,,Dox,none,none,,Dox,Dox,1d,DDIS,none,PRJNA528619,,CBX8,pRb,none,No,,2.038068,177.2681,1.0,Skin,,,,Yes,0.005641172,,350nM,2,R,Doxorubicin,DDIS,No,NextSeq_500,Single,Human,75,schade_1,Dox,1d,sgpRb,none,DpRb_D,,schade_1_DpRb_D,chromobox 8,Inhibits,Unclear,17332741,upregulated
9803671,GSE74324,Limma,,IMR,,RASshBRD4,BRD4,none,,RASshBRD4,RAS,12d,OIS,none,PRJNA299683,10.00%,AHR,RELA,none,No,,1.052157,41253392318.0,12.0,Lung,,,,No,2.424043e-11,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shRELA,none,RASshRELA_RASshBRD4,,tasdemir_RASshRELA_RASshBRD4,aryl hydrocarbon receptor,Induces,Stress-induced,15111621,upregulated
9832886,GSE74324,Limma,,IMR,,RASshBRD4,BRD4,none,,RASshBRD4,RAS,12d,OIS,none,PRJNA299683,10.00%,IGFBP5,p53_pRb,none,No,,2.557056,3.016372e+32,12.0,Lung,,,,No,3.315241e-33,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp53pRb,none,RASshp53pRb_RASshBRD4,,tasdemir_RASshp53pRb_RASshBRD4,insulin like growth factor binding protein 5,Induces,Replicative,17804819,upregulated
2639312,GSE134747,Limma,Illumina_HT12V4,BJ,,OIS,none,none,,BRAF_24h_DMSO_2h,RAF,1d,OIS,none,PRJNA556258,,DNMT1,RELA,none,Yes,hTERT,-11.91648,-175.06,1.0,Skin,,,,Yes,0.005712328,,1000ng_ml,3,M,RAF,OIS,No,,,human,,carvalho_1,BRAF_doxycycline,1d,compoundA,2uM_2h,O24CpdA2_O24DMSO2,1,carvalho_1_O24CpdA2_O24DMSO2,DNA methyltransferase 1,Inhibits,Unclear,21572997,downregulated
3677887,GSE2487,Limma,Affymetrix_U133A,IMR,,OIS,none,none,,MEK_ER,MEK,3d,OIS,none,PRJNA91885,,CCND1,none,E6_E7,Yes,hTERT,-722.85,-349.7157,,Lung,,,,No,0.002859466,,,2,M,,,No,,,Human,,collado_1,,,E6_E7,none,RE67_R,1,collado_1_RE67_R,cyclin D1,Induces,Unclear,7698220,downregulated
9777140,GSE74324,Limma,,IMR,,RASshp53,p53,none,,RASshp53,RAS,12d,OIS,none,PRJNA299683,10.00%,TRDMT1,RELA,none,No,,-1.098883,-656.9295,12.0,Lung,,,,No,0.001522233,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shRELA,none,RASshRELA_RASshp53,,tasdemir_RASshRELA_RASshp53,tRNA aspartic acid methyltransferase 1,Inhibits,Replicative,28843151,downregulated
5736486,GSE122079,Limma,,IMR,,RAS,none,none,14.0,RAS_EV16h,RAS,6d,OIS,none,PRJNA503415,10.00%,LOX,IONpump,none,No,,-0.1450462,-3.473327,6.0,Lung,,,14.0,No,0.2879084,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,6d,digoxin,none,RASdig16_RAS16,,herranz_2_RASdig16_RAS16,lysyl oxidase,Inhibits,Oncogene-induced,24113189,no_change
4077710,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,LEO1,AKR1C1,none,No,,-0.08191499,-1.973596,6.0,Lung,,,14.0,No,0.5066893,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,AKR1C1,none,AKR1C1_RASc,,georgilis_1_AKR1C1_RASc,"LEO1 homolog, Paf1/RNA polymerase II complex component",Unclear,Replicative,15791002,no_change
46569310,GSE214409,Limma,,IMR,,OIS,none,none,,RAS,RAS,7d,OIS,,PRJNA885153,10%,DEK,none,WSTF,No,,2.65937285057085,7471376.74367588,7.0,Lung,3%,,,No,1.33844140686179e-07,,,3,R,Prolif,,No,Illumina_HiSeq_2500,Single,Human,51,Dou,Prolif_WSTFOE,7d,WSTF,none,PW_O,,Dou_PW_O,DEK proto-oncogene,Inhibits,Replicative,16254365,upregulated
11743968,GSE178115,Limma,Agilent,HDF,,REP,ROCK_ATM,none,,REP_15d,REP,15d,REP,none,PRJNA737497,10%,TGFB1I1,none,none,No,,4340.667,2146303110.0,15.0,Skin,,,,No,4.659174e-10,,,3,M,REP,REP,No,,,Human,,Yang,REP,15d,Y27632_KU60019,2.5uM_0.5uM,R15dCOMBOi_R15d,1,Yang_R15dCOMBOi_R15d,transforming growth factor beta 1 induced transcript 1,Induces,Unclear,9032249,upregulated
4252905,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,PDCD10,IFNA17,none,No,,1.229913,3326621038.0,6.0,Lung,,,14.0,No,3.006053e-10,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,IFNA17,none,IFNA17_RASc,,georgilis_1_IFNA17_RASc,programmed cell death 10,Induces,Replicative,25655101,upregulated
8081889,GSE24810,Limma,Affymetrix_U133A,HMF3A,5%,OIS,none,none,,Inactive_SV40LT_EV,SV40,7d,OIS,none,PRJNA132307,0.25%,VEGFA,none,E1A,Yes,hTERT_SV40_LT,-3.595918,-8.138312e+22,7.0,Skin,20%,Yes,,No,1.2287560000000001e-23,,,3,M,,,No,,,Human,,parmjit_1,,7d,Ad5_E1A_12S,none,ISVe1a_SSVev,1,parmjit_1_ISVe1a_SSVev,vascular endothelial growth factor A,Inhibits,Replicative,9160882,downregulated
1488298,GSE122918,Limma,Affymetrix_HTA2_0,WI38,,RAS,JUN,none,,R72_siJUN1,RAS,3d,OIS,none,PRJNA506911,,E2F1,ETS1,none,No,,0.1,4.587517,6.0,Lung,,,,No,0.2179829,,,4,M,RAS,OIS,No,,,human,,bischof_2,ER:RASv12,6d,siETS11,20uM,R144ets11_R72jun1,1,bischof_2_R144ets11_R72jun1,E2F transcription factor 1,Induces,Unclear,10594030,no_change
5887505,GSE122079,Limma,,IMR,,RAS_ouabain,IONpump,none,14.0,RAS16h_ouab,RAS,7d,OIS,none,PRJNA503415,10.00%,PRPF19,IONpump,none,No,,1.027999,6905.913,7.0,Lung,,,14.0,No,0.0001448034,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,7d,ouabain,none,RASouab36_RASouab16,,herranz_2_RASouab36_RASouab16,pre-mRNA processing factor 19,Inhibits,Replicative,16388800,upregulated
9718503,GSE74324,Limma,,IMR,,RAS,none,none,,RASshC,RAS,12d,OIS,none,PRJNA299683,10.00%,CDKN1A,p16_p21,none,No,,-1.679809,-6.592155e+32,12.0,Lung,,,,No,1.5169550000000001e-33,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp16p21,none,RASshp16p21_RAS,,tasdemir_RASshp16p21_RAS,cyclin dependent kinase inhibitor 1A,Induces,Replicative,9242615,downregulated
11594610,GSE178115,Limma,Agilent,HDF,,REP,ATM,none,,REP_3d,REP,3d,REP,none,PRJNA737497,10%,SORBS2,none,none,No,,36.16667,647.1402,3.0,Skin,,,,Yes,0.00154526,,,3,M,REP,REP,No,,,Human,,Yang,REP,3d,KU60019,0.5uM,R3dATMi_R3d,1,Yang_R3dATMi_R3d,sorbin and SH3 domain containing 2,Induces,Unclear,24165198,upregulated
8072159,GSE24810,Limma,Affymetrix_U133A,HMF3A,5%,OIS,none,none,,Inactive_SV40LT_EV,SV40,7d,OIS,none,PRJNA132307,0.25%,CDC25A,none,E1A,Yes,hTERT_SV40_LT,1.603283,88858030000000.0,7.0,Skin,20%,Yes,,No,1.125391e-14,,,3,M,,,No,,,Human,,parmjit_1,,7d,Ad5_E1A_12S,none,ISVe1a_SSVev,1,parmjit_1_ISVe1a_SSVev,cell division cycle 25A,Inhibits,Unclear,32264951,upregulated
4482601,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,CDK6,SKP1A,none,No,,-1.320238,-1044.776,6.0,Lung,,,14.0,No,0.000957143,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,SKP1A,none,SKP1A_RASc,,georgilis_1_SKP1A_RASc,cyclin dependent kinase 6,Inhibits,Replicative,12082615,downregulated
5984897,GSE42368,Limma,Illumina_HT12V3,FL2,,DDIS,none,none,,Dox,Dox,1d,DDIS,none,PRJNA181197,,MTOR,DINO,none,No,,94.03605,46.94202,1.0,Lung,,,,Yes,0.02130287,,200ng/ml_1d,3,M,Doxorubicin,DDIS,No,,,Human,,hung_1,Dox,1d,shDINO,none,DshDINO_D,1,hung_1_DshDINO_D,mechanistic target of rapamycin kinase,Inhibits,Stress-induced,31219803,upregulated
72597410,GSE214409,Limma,,IMR,,OIS,none,none,,RAS,RAS,7d,OIS,,PRJNA885153,10%,SAT2,none,WSTF,No,,-1.1188939071616,-36915856.9957611,7.0,Lung,3%,,,No,2.70886302359126e-08,,,3,R,Prolif,,No,Illumina_HiSeq_2500,Single,Human,51,Dou,Prolif_WSTFOE,7d,WSTF,none,PW_O,,Dou_PW_O,spermidine/spermine N1-acetyltransferase family member 2,Inhibits,Unclear,26611489,downregulated
3715385,GSE2487,Limma,Affymetrix_U133A,IMR,,OIS,none,SmallT,,MEK_ER_SmallT,MEK,3d,OIS,none,PRJNA91885,,CKB,none,SmallT_E6_E7,Yes,hTERT,117.9,127.3695,,Lung,,,,No,0.00785117,,,2,M,,,No,,,Human,,collado_1,,,SmallT_E6_E7,none,RstE67_Rst,1,collado_1_RstE67_Rst,creatine kinase B,Induces,Unclear,26583757,upregulated
3720228,GSE2487,Limma,Affymetrix_U133A,IMR,,OIS,none,SmallT,,MEK_ER_SmallT,MEK,3d,OIS,none,PRJNA91885,,NRAS,none,SmallT_E6_E7,Yes,hTERT,-83.9,-96.71305,,Lung,,,,No,0.01033987,,,2,M,,,No,,,Human,,collado_1,,,SmallT_E6_E7,none,RstE67_Rst,1,collado_1_RstE67_Rst,"NRAS proto-oncogene, GTPase",Induces,Oncogene-induced,16964246,downregulated
174365,GSE103938,Limma,,IMR,,RAS_Rap10nM,mTOR,none,12.0,Ras_Rap10nM,RAS,10d,OIS,none,PRJNA407729,,BLVRA,mTOR,none,No,,-1.23208194081403,-22.8519049279788,10.0,Lung,,,12.0,No,0.043760028021806,,,3,R,OSKM,OSKM,No,Illumina_HiSeq_2500,Single,Human,50,aarts_1,OSKM,10d,rapamycin,10nM,OSKM10nMRap_R10nMRap,,aarts_1_OSKM10nMRap_R10nMRap,biliverdin reductase A,Inhibits,Stress-induced,21099244,downregulated
10410955,GSE133292,Limma,,BJ,,Bleomycin,none,none,,Bleomycin28d,Bleomycin,28d,DDIS,none,PRJNA551006,10.00%,BIN1,p53,none,No,,0.5081004,782.1197,28.0,Skin,,,,No,0.001278577,,40ugml_2hr,2,R,Bleomycin,DDIS,No,Illumina_HiSeq_2500,Paired,Human,250,wang_2,Bleomycin,28d,sgp53,none,Bshp53_B28d,,wang_2_Bshp53_B28d,bridging integrator 1,Induces,Oncogene-induced,18267069,no_change
9826601,GSE74324,Limma,,IMR,,RASshBRD4,BRD4,none,,RASshBRD4,RAS,12d,OIS,none,PRJNA299683,10.00%,TPP1,p16_p21,none,No,,1.212426,1.781942e+22,12.0,Lung,,,,No,5.611855e-23,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp16p21,none,RASshp16p21_RASshBRD4,,tasdemir_RASshp16p21_RASshBRD4,tripeptidyl peptidase 1,Inhibits,Stress-induced,27559927,upregulated
9740541,GSE74324,Limma,,IMR,,RAS,none,none,,RASshC,RAS,12d,OIS,none,PRJNA299683,10.00%,VEGFA,p53_pRb,none,No,,1.063337,1277471000000.0,12.0,Lung,,,,No,7.827969e-13,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp53pRb,none,RASshp53pRb_RAS,,tasdemir_RASshp53pRb_RAS,vascular endothelial growth factor A,Inhibits,Replicative,9160882,upregulated
5867182,GSE122079,Limma,,IMR,,RAS_digoxin,IONpump,none,14.0,RAS16h_dig,RAS,7d,OIS,none,PRJNA503415,10.00%,AAK1,IONpump,none,No,,1.295382,23330.52,7.0,Lung,,,14.0,No,4.286231e-05,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,7d,digoxin_caspase_inhibitor,none,RASdig36CI_RASdig16,,herranz_2_RASdig36CI_RASdig16,AP2 associated kinase 1,Induces,Unclear,26583757,upregulated
91656,GSE103938,Limma,,IMR,,RAS,none,none,12.0,RAS10d,RAS,10d,OIS,none,PRJNA407729,,KAT5,mTOR,none,No,,1.24522213350394,35.3200443329699,10.0,Lung,,,12.0,No,0.0283125352440891,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,aarts_1,RAS,10d,rapamycin,10nM,R10nMRap_R,,aarts_1_R10nMRap_R,lysine acetyltransferase 5,Induces,Oncogene-induced,23685072,upregulated
48073921,GSE224071,Limma,,IMR,5%,OIS,none,none,,RAS_100nM4OHT,RAS,10d,OIS,none,PRJNA929514,10%,TP53BP1,none,none,No,,0.638620922928994,77.0490240116238,10.0,Lung,,Yes,,No,0.0129787497353521,,100nM_4OHT_7days,3,R,RAS,OIS,No,NextSeq_2000,Single,Human,71,McHugh_2,RAS,10d,DDD86481,1.5uM,ODDD_O,,McHugh_2_ODDD_O,tumor protein p53 binding protein 1,Induces,Unclear,27371829,no_change
5893657,GSE122079,Limma,,IMR,,RAS_ouabain,IONpump,none,14.0,RAS36h_ouab,RAS,7d,OIS,none,PRJNA503415,10.00%,CDCA4,IONpump,none,No,,0.9585407,7653296.0,7.0,Lung,,,14.0,No,1.306627e-07,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,7d,ouabain_caspase_inhibitor,none,RASouab36CI_RASouab16,,herranz_2_RASouab36CI_RASouab16,cell division cycle associated 4,Inhibits,Unclear,32264951,no_change
6637209,GSE53379,Limma,Illumin_HWG6V3,IMR,,DDISshp53,p53,none,,DDISshp53,Etoposide,7d,DDIS,none,PRJNA231867,10.00%,DEK,p53,none,No,,-1.142698,-13629849271.0,7.0,Lung,5.00%,Yes,,No,7.336838e-11,,10dPuromycin,3,M,RAS,OIS,No,,,Human,,kirschner_1,H-RASG12V,7d,shp53,none,Rshp53_Dshp53,1,kirschner_1_Rshp53_Dshp53,DEK proto-oncogene,Inhibits,Replicative,16254365,downregulated
11610957,GSE178115,Limma,Agilent,HDF,,REP,ROCK_ATM,none,,REP_3d,REP,3d,REP,none,PRJNA737497,10%,OGT,none,none,No,,-836.3333,-52.63859,3.0,Skin,,,,Yes,0.01899747,,,3,M,REP,REP,No,,,Human,,Yang,REP,3d,Y27632_KU60019,2.5uM_0.5uM,R3dCOMBOi_R3d,1,Yang_R3dCOMBOi_R3d,O-linked N-acetylglucosamine (GlcNAc) transferase,Induces,Oncogene-induced,27217568,downregulated
9743722,GSE74324,Limma,,IMR,,RAS,none,none,,RASshCwDMSO,RAS,12d,OIS,none,PRJNA299683,10.00%,CPEB1,BRD4,none,No,,-1.71521,-49161092.0,12.0,Lung,,,,No,2.034129e-08,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,JQ1,100nM_48h,RASwJQ1_RASwDMSO,,tasdemir_RASwJQ1_RASwDMSO,cytoplasmic polyadenylation element binding protein 1,Induces,Replicative,19141477,downregulated
5801741,GSE122079,Limma,,IMR,,RAS_caspase_inhibitor,caspase,none,14.0,RAS_EV36hCI,RAS,7d,OIS,none,PRJNA503415,10.00%,RPTOR,IONpump,none,No,,-1.237838,-2142.291,7.0,Lung,,,14.0,No,0.00046679,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,7d,ouabain_caspase_inhibitor,none,RASouab36CI_RAS36CI,,herranz_2_RASouab36CI_RAS36CI,regulatory associated protein of MTOR complex 1,Induces,Unclear,28888905,downregulated
9759255,GSE74324,Limma,,IMR,,RASshp53,p53,none,,RASshp53,RAS,12d,OIS,none,PRJNA299683,10.00%,LIN9,BRD4,none,No,,-1.032055,-28271.42,12.0,Lung,,,,No,3.537141e-05,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shBRD4,none,RASshBRD4_RASshp53,,tasdemir_RASshBRD4_RASshp53,lin-9 DREAM MuvB core complex component,Inhibits,Oncogene-induced,21860417,downregulated
207364,GSE103938,Limma,,IMR,,RAS,none,none,12.0,RAS10d,RAS,10d,OIS,none,PRJNA407729,,SIRT3,mTOR,none,No,,2.73281861246481,183.669554180919,10.0,Lung,,,12.0,No,0.0054445605013827,,,3,R,OSKM,OSKM,No,Illumina_HiSeq_2500,Single,Human,50,aarts_1,OSKM,10d,rapamycin,10nM,OSKM10nMRap_R,,aarts_1_OSKM10nMRap_R,sirtuin 3,Inhibits,Stress-induced,23494737,upregulated
5746655,GSE122079,Limma,,IMR,,RAS,none,none,14.0,RAS_EV36h,RAS,7d,OIS,none,PRJNA503415,10.00%,ESR1,IONpump,none,No,,1.746177,6.353067e+17,7.0,Lung,,,14.0,No,1.574043e-18,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,7d,digoxin,none,RASdig36_RAS36,,herranz_2_RASdig36_RAS36,estrogen receptor 1,Inhibits,Oncogene-induced,27259243,upregulated
4349465,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,IL1R1,MAP3K6,none,No,,0.0,0.0,6.0,Lung,,,14.0,No,1.0,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,MAP3K6,none,MAP3K6_RASc,,georgilis_1_MAP3K6_RASc,interleukin 1 receptor type 1,Induces,Oncogene-induced,18267069,no_change
2601139,GSE134747,Limma,Illumina_HT12V4,BJ,,OIS,none,GR,,BRAF_48h_Clob_2h,RAF,2d,OIS,none,PRJNA556258,,CDK4,none,GR,Yes,hTERT,-1455.426,-8465.295,3.0,Skin,,,,Yes,0.0001181294,,1000ng_ml,4,M,RAF,OIS,No,,,human,,carvalho_1,BRAF_doxycycline,3d,clobetasol,2nM_2h,O72Clob2_O48Clob2,1,carvalho_1_O72Clob2_O48Clob2,cyclin dependent kinase 4,Inhibits,Replicative,12082615,downregulated
8941714,GSE128711,Limma,,HFF,,Dox_sgp130,p130,none,,Dox_sgp130,Dox,1d,DDIS,none,PRJNA528619,,IL6,p130_pRb,none,No,,1.858939,50844.61,1.0,Skin,,,,Yes,1.966777e-05,,350nM,2,R,Doxorubicin,DDIS,No,NextSeq_500,Single,Human,75,schade_1,Dox,1d,sgp130pRb,none,Dp130pRb_Dp130,,schade_1_Dp130pRb_Dp130,interleukin 6,Induces,Oncogene-induced,18555778,upregulated
11559035,GSE178115,Limma,Agilent,HDF,,REP,ROCK,none,,REP_3d,REP,3d,REP,none,PRJNA737497,10%,CDH1,none,none,No,,44.33333,115.5819,3.0,Skin,,,,Yes,0.00865187,,,3,M,REP,REP,No,,,Human,,Yang,REP,3d,Y27632,2.5uM,R3dROCKi_R3d,1,Yang_R3dROCKi_R3d,cadherin 1,Inhibits,Oncogene-induced,19477924,upregulated
9683625,GSE74324,Limma,,IMR,,RAS,none,none,,RASshC,RAS,12d,OIS,none,PRJNA299683,10.00%,GMNN,p53,none,No,,1.300238,175151471.0,12.0,Lung,,,,No,5.709344e-09,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp53,none,RASshp53_RAS,,tasdemir_RASshp53_RAS,geminin DNA replication inhibitor,Inhibits,Replicative,23142824,upregulated
5859751,GSE122079,Limma,,IMR,,RAS_digoxin,IONpump,none,14.0,RAS16h_dig,RAS,7d,OIS,none,PRJNA503415,10.00%,ITPR2,IONpump,none,No,,1.803298,77003.5,7.0,Lung,,,14.0,No,1.298642e-05,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,7d,digoxin,none,RASdig36_RASdig16,,herranz_2_RASdig36_RASdig16,"inositol 1,4,5-trisphosphate receptor type 2",Induces,Oncogene-induced,24797322,upregulated
4559722,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,HSF1,RELA,none,No,,0.08309619,1.393347,6.0,Lung,,,14.0,No,0.7176964,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,RELA,none,RELA_RASc,,georgilis_1_RELA_RASc,heat shock transcription factor 1,Inhibits,Stress-induced,22510478,no_change
4191408,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,PML,DUSP11,none,No,,-1.112098,-503.6246,6.0,Lung,,,14.0,No,0.001985606,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,DUSP11,none,DUSP11_RASc,,georgilis_1_DUSP11_RASc,PML nuclear body scaffold,Induces,Oncogene-induced,10910364,downregulated
37592211,GSE224070,Limma,,IMR,5%,DDIS,none,none,,50ugmL_Bleomycin_24hr,Bleomycin,10d,DDIS,none,PRJNA929513,10%,ITPR1,COPB2,none,No,,-0.777845638676186,-3.05515456908247,10.0,Lung,,Yes,,No,0.327315681543511,,50ugml_24hr,4,R,Bleomycin,DDIS,No,NextSeq_2000,Single,Human,71,McHugh_1,Bleomycin,10d,shCOPB2,1ugml_Doxycycline,Dsh_D,,McHugh_1_Dsh_D,"inositol 1,4,5-trisphosphate receptor type 1",Induces,Oncogene-induced,24797322,no_change
8382601,GSE24810,Limma,Affymetrix_U133A,HMF3A,5%,OISe2fkd,E2F,none,,Active_SV40LT_e2fkd,SV40,7d,OIS,none,PRJNA132307,0.25%,DIRAS3,p53,none,Yes,hTERT_SV40_LT,1.022483,99.68327,7.0,Skin,20%,Yes,,No,0.01003177,,,3,M,SV40,OIS,No,,,Human,,parmjit_1,SV40_LT,7d,shp53,none,SSVp53sh_SSVe2f,1,parmjit_1_SSVp53sh_SSVe2f,DIRAS family GTPase 3,Inhibits,Unclear,28316325,upregulated
47615100,GSE214409,Limma,,IMR,,OIS,none,none,,RAS,RAS,7d,OIS,,PRJNA885153,10%,EGR2,none,WSTF,No,,-3.33076578190515,-5543703802.30652,7.0,Lung,3%,,,No,1.8038481774295702e-10,,,3,R,Prolif,,No,Illumina_HiSeq_2500,Single,Human,51,Dou,Prolif_WSTFOE,7d,WSTF,none,PW_O,,Dou_PW_O,early growth response 2,Induces,Unclear,33547862,downregulated
76653410,GSE213993,Limma,,WI38,5%,DDIS,none,none,,DDIS_siControl,IR,10d,DDIS,none,PRJNA883434,10%,TLR3,BAFF,none,No,,0.110796261281946,1.54404933612676,10.0,Lung,,1%,,No,0.647647699204026,,10Gy_10days,2,R,IR,DDIS,No,NovaSeq_6000,Paired,Human,217-219,Rossi,IR,10d,siBAFF,none,Dsi_D,,Rossi_Dsi_D,toll like receptor 3,Induces,Unclear,24165198,no_change
4414715,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,PTTG1,PPP1CB,none,No,,-0.7255908,-129.1732,6.0,Lung,,,14.0,No,0.007741545,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,PPP1CB,none,PPP1CB_RASc,,georgilis_1_PPP1CB_RASc,"PTTG1 regulator of sister chromatid separation, securin",Induces,Unclear,20452981,no_change
548354,GSE40349,Limma,Affymetrix_U133A,IMR,,RAS,pRb,none,,RASshRB,RAS,7d,OIS,none,PRJNA173792,10%,FOS,pRb_E2F7,none,No,,1.9297,284973.1,7.0,Lung,,,,No,3.509103e-06,,,2,M,RAS,OIS,No,,,Human,,aksoy_1,ER:RasV12,7d,shpRb_shE2F7,none,SshRBE2F7_SshRB,1,aksoy_1_SshRBE2F7_SshRB,"Fos proto-oncogene, AP-1 transcription factor subunit",Inhibits,Unclear,1560044,upregulated
3664229,GSE2487,Limma,Affymetrix_U133A,IMR,,OIS,none,none,,MEK_ER,MEK,3d,OIS,none,PRJNA91885,,AKTIP,none,SmallT,Yes,hTERT,92.1,31.07736,3.0,Lung,,,,Yes,0.03217777,,,2,M,MEK,OIS,No,,,Human,,collado_1,MEK_ER,3d,SmallT,none,Rst_R,1,collado_1_Rst_R,AKT interacting protein,Inhibits,Replicative,27512140,upregulated
